Row Labels,General,Occupations,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
25,,"Nursing Instructors and Teachers, Postsecondary",3.88,4,3.62,3.75,3.88,1,1.25,1,4.25,3.88,4.12,2,2,3,2.88,3.88,3,1.5,2.38,2,3.12,1.88,2.12,4,1,2.88,3.25,3.75,4.12,3.12,3.12,1.88,3.25,2,4
25,,"Philosophy and Religion Teachers, Postsecondary",3.75,4.12,3.5,3,4,1,1,1,4.12,3.38,3.88,1.25,1.75,2.75,2,3.25,2.38,1,2.38,1.5,2.88,1.75,1.38,4.25,1,1.75,3,3.38,4.12,3,3.12,1.62,3,1,4
25,,"Physics Teachers, Postsecondary",4,4,3.62,3.12,4,2.12,2,1,4.25,3.75,4,2,2,3,3.62,3.62,2.5,1.62,2.62,2,3,1.88,2.12,4.12,2.25,4.12,3,3.12,4.12,2.88,2.88,1.62,3.25,2.12,4
25,,"Political Science Teachers, Postsecondary",4,4,3.75,3.12,3.88,1,1,1,4,3.25,3.88,1.88,1.88,2.75,2,3,2.88,1,2.75,1.25,3.12,1.25,1.38,4.12,1,2.38,3,3.12,4.62,2.88,2.75,1.25,3,1,4
25,,"Preschool Teachers, Except Special Education",3.12,3.88,3,3.75,3.75,1,1.38,1,4,3.12,3.88,1.5,2,2.88,2,3.75,2.88,1,1.75,1.75,3,1,2,3.75,1,1.62,3.62,3.75,4,2.5,2.75,1.5,3,1.75,3
25,,"Psychology Teachers, Postsecondary",3.88,4,3.75,3.12,3.88,1,1,1,4.12,3.75,4.25,1.75,1.88,2.88,3,3.5,2.5,1,2.5,1.38,2.62,1.88,1.5,4.12,1,3.38,3,3.75,4.12,3.12,3.12,1.62,3,1,4
25,,"Recreation and Fitness Studies Teachers, Postsecondary",3.38,4,3.62,3.12,3.88,1,1,1,4.12,3.75,4,2.12,2,2.88,2.12,3.75,3,1,2.62,1.88,3.12,1.25,2,4,1,2.38,3,3.12,4.12,3.12,3,1.88,3.75,1.75,4
25,,"Secondary School Teachers, Except Special and Career/Technical Education",3.62,4,3.5,3.5,3.88,1,1.38,1,4.12,3.75,4,1.75,1.88,2.75,2.88,3.88,3.12,1.38,1.62,1.62,3,1.75,1.88,4,1,2,3.12,3.88,4.12,3.12,3.12,1.75,3.38,1,3.75
25,,Self-Enrichment Teachers,3.12,3.38,2.88,3,3.12,1,1,1,3.38,3,3.38,1.25,1.5,2.5,2,3.12,2.12,1.62,1.88,1.88,2.62,1.75,2,3.12,1,1.38,3,3.12,3.62,2.25,2.25,1.75,2.88,1.62,3
25,,"Social Work Teachers, Postsecondary",4,4,3.75,3.5,4,1,1,1,4.75,3.62,4.25,1.62,1.88,2.88,2.62,3.75,2.88,1,2.75,1.5,2.88,1.75,1.38,4,1,2.62,3.25,3.75,4.62,3.12,3.12,1.75,3.12,1,4
25,,"Sociology Teachers, Postsecondary",3.62,4,3.12,2.88,3.75,1,1,1,4,3.25,4,1.62,1.75,2.88,2.12,3.75,2.62,1,2.62,1.38,2.75,1.5,1.5,4,1,2.75,3,3.62,4.62,2.88,2.88,1.38,3.38,1,4
25,,"Special Education Teachers, Middle School",4,4,3.62,3.75,3.88,1,1.12,1,4.12,3.62,4,1.38,1.38,3,2.62,3.75,3.25,1,1.38,1.5,3.25,1.5,1.38,3.88,1,1.5,3.75,3.88,4.12,2.88,2.88,1.62,3.88,1,3.75
25,,"Special Education Teachers, Preschool",3.62,4,3.25,3.25,3.88,1,1.12,1,3.62,3.38,3.75,1.25,1.62,2.62,2.25,3.75,2.88,1,1.75,1.75,3,1.75,1.88,3.88,1,2,3.62,3.88,4.12,3.12,3.12,1.5,3.12,1.38,3.75
25,,"Special Education Teachers, Secondary School",3.38,4,3.75,3.88,3.75,1,1.12,1,4,3.62,4.12,2,2.12,2.75,2.75,3.88,3,1.12,2.12,2,3.25,1.75,2,4,1,2,4,4,4,2.88,2.88,1.75,3.75,1.38,4
25,,"Teaching Assistants, Postsecondary",3,3.62,3.12,3.12,3.12,1,1,1,3.5,3,3.38,1.38,1.75,2.25,2.25,3.12,2.38,1,2,2,2.38,1.75,2.12,3.88,1,2,3.12,3.12,3.5,2.25,2.25,1.88,3,1.75,3.25
25,,Tutors,3.62,4,3.62,3,3.75,1,1,1,4.12,3.25,4,1,1.25,2.75,2.88,3.5,3,1,1.75,1.38,3,1.38,1.12,4.12,1,1.62,3.38,3.75,4,2.5,2.25,1.38,3.12,1,3.62
27,"Arts, Design, Entertainment, Sports, and Media Occupations",Actors,2.62,3.75,2.88,2.88,3,1,1,1,2.75,2.88,2.75,1,1,2.38,1,3,2.5,1,1.75,1.25,2.5,1,1,3.88,1,1.5,2.12,3.75,3.88,2,2,1.25,3,1,2.88
27,,Art Directors,3.38,4,3.75,3.62,3.75,1.75,1.75,1,3,3.88,3,3,2.62,3.38,2.38,3.25,3,1.12,3,1.88,3.38,1.62,2.5,3.75,1.75,1.38,3,3.38,4,3,2.88,1.75,3.88,1.88,3.25
27,,Athletes and Sports Competitors,3,3.75,3,3.62,3.75,1.88,1,1,3,3.25,2.88,1.62,1.75,2.88,2.12,3.25,2.88,1.75,2,2.38,3,1,2,3.12,1,1.75,2.88,3.12,3.88,2.12,2.38,1.88,3,1.88,2.75
27,,Audio and Video Technicians,3,3.12,3.25,3.12,3.5,2.38,2.75,2.5,2.88,3,2.75,1.88,2,2.88,2,3.75,2.5,3,2.12,3.5,2.62,2,2.88,3.5,2.25,1,3.12,3,3.12,3,2.88,2,3,2.75,3.12
27,,Broadcast Announcers and Radio Disc Jockeys,3.25,4,3,3,3.75,1.62,1.62,1,2.38,3.25,2.12,1.5,1.5,2.12,1.88,3.25,2.88,2.25,2,2.25,2.88,1.25,2.12,4,1.62,1,3,3.5,4.62,2.12,2.12,1.38,3.38,1.62,3.25
27,,Broadcast Technicians,3.12,3.62,3.25,3,3.75,3.12,2.75,2,2.5,3.12,2.88,1.88,2.12,2.62,2.75,3.5,2.38,3,2.12,3.5,2.38,2.12,2.88,3.12,2.75,1.88,2.38,3,3.12,2.88,2.75,2.25,3.12,3,3.25
27,,"Camera Operators, Television, Video, and Film",2.88,3.75,3,3.25,3.12,2.25,2.62,1.12,2.38,3.25,2.75,1.75,1.88,2.5,2,3.12,2.5,2.88,2.12,2.88,2.88,1.38,2.88,3.25,2.38,1,2.88,3.12,3.25,2.25,2.25,2,3.12,2.38,2.88
27,,Choreographers,3.38,4,3.12,3.88,3.75,1,1,1,4.12,3.62,3.5,1.75,1.88,3.25,1.88,3.88,3,1,2.88,1.5,3,1.25,1.5,3.62,1,1.5,3.25,3.75,4,2.75,2.88,1.75,3.62,1,3.12
27,,Coaches and Scouts,3.88,4,3.88,3.88,4,1,1.88,1,4.75,4,4.12,2,2.5,3.88,2.12,4.12,3.62,1.62,2.75,2,3.88,1.25,2.62,4,1,1.62,3.75,4,4.38,3.88,3.62,1.88,3.88,1.88,3.62
27,,Commercial and Industrial Designers,3,4,3.75,3.12,3.75,1,1.88,1,2.75,3.25,2.75,2,2,2.75,2.75,3.12,2.88,2,3.25,2.38,3.12,1.88,2.75,3.88,1,2.62,2.88,3.12,3.5,3,3,3.12,3.25,1.75,3.12
27,,Court Reporters and Simultaneous Captioners,2.38,4,2.12,2,2.5,1.5,1.25,1,1.38,2,2,1,1,1.5,1.62,3,1.62,1.75,1.12,1.88,1.75,1.12,2.12,3.12,1.38,1,1.88,2.62,3,1.88,1.75,1,3,1.75,3.38
27,,Craft Artists,2.88,3.12,2.88,2.5,3,1.88,2.38,1,1.25,2.75,2.25,2.25,2.5,2.12,2.12,3,2.12,2.25,2.62,2.25,3,1.5,2.5,3.12,1.88,1.38,2.88,3.12,3.12,2,2.12,1.88,2.62,1.88,2.88
27,,Dancers,2.75,3.25,2.5,3,3,1,1,1,2.5,2.62,2.5,1,1,2.38,1.38,2.88,2,1,1.5,1.38,2.5,1,1,2.75,1,1,2.75,2.88,2.88,2,1.75,1.12,2.88,1,2.5
27,,Editors,3.12,3.88,3.12,3,3.88,1,1,1,3,3.12,2.88,1.5,1.38,3,2.12,3,3,1.25,2,1.88,3,1.62,3.25,4.88,1,1,2.62,3.12,3.75,3.12,2.5,1.62,3.38,1,4.25
27,,Fashion Designers,3.88,4,3.75,3.88,4,1,1.62,1,3.5,3.88,3.12,2.88,2.75,3.75,2.25,3.62,3.62,1,3.38,2.25,3.62,1.38,2.5,3.75,1,1.12,3.62,3.88,3.88,3.25,3.12,1.75,3.75,1.62,3.5
27,,Film and Video Editors,3.25,3.75,3.25,3,3.5,1.38,1.75,1,2.38,3.12,2.62,1.62,1.62,2.25,1.88,3,2.5,1.88,2.12,2.25,2.75,1.5,2.5,3.38,1.38,1,2.5,2.88,3.25,2.75,2.62,1.75,3.12,1.88,3.12
27,,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.25,3.12,2.88,2.5,3.25,1,2,1,1.75,3,2.38,2,1.88,1.75,2.12,2.75,2,2.12,2.62,2.38,2.38,1.62,2.38,3,1,1,2.5,2.88,3,2.25,2.12,1.62,2.88,1.88,2.88
27,,Floral Designers,3,4,2.75,2.88,3.25,1,1.62,1,2.25,3.12,2.25,2,2.75,2.12,2.25,3,2.38,1.38,3,1.25,2.88,1.38,2,2.88,1,1.25,3.38,3.38,3.88,2,2,1.5,3.25,1,2.5
27,,Graphic Designers,3.12,3.62,3,3,3.38,1,1.25,1,2.62,3.12,2.62,1.88,1.88,2.38,2,3,2.88,1.25,3.12,1.88,2.88,1.62,2,3.25,1,1.25,2.88,3.12,3.38,2.75,2.5,2,3.12,1,3
27,,Interior Designers,3.12,4,3.5,3.5,4,1,1.12,1,3,3.25,2.88,2.75,2.75,2.88,3,3.12,3.38,1.5,3.38,1.88,3.5,1.75,2.12,4,1,1.38,3.75,3.75,4,2.88,2.5,1.88,3.12,1.88,3.62
27,,Interpreters and Translators,3.12,4,3,3,3.62,1,1,1,3,3.12,3,1.25,1.25,2.75,2,3.62,2.38,1,1.62,2,2.88,1.12,2,3.88,1,1.12,3.12,3.12,4.12,2.12,2.12,1.88,3,1.25,3.75
27,,Media Programming Directors,4,4,3.88,4,4.25,1,1.12,1,3.12,4.12,3.12,2.75,3,4,2,3.62,3.62,2.12,3,2.12,3.38,1.38,2,4.12,1,1.62,3.38,3.88,4.12,3.25,3.12,1.5,4,1.38,3.88
27,,Media Technical Directors/Managers,3.38,4,3.5,4,3.88,2,2.5,1,3,3.62,3.25,1.75,2.38,2.88,2.12,4,2.88,3,2,3.25,3.38,1.75,3.12,3.62,1.88,1.12,2.75,3.38,4,3.12,3.12,1.88,3.5,2,3.38
27,,Merchandise Displayers and Window Trimmers,2.88,3.5,2.88,3,3.25,1,1.38,1.12,2.25,3.12,2.38,1.62,2,2.25,2,2.75,2.38,1.75,2.38,1.75,2.88,1.5,2.12,3,1,1.25,2.88,3,3.25,2.38,2.25,1.75,3,1.62,2.88
27,,Music Directors and Composers,3.38,3.88,3.12,3.38,3.5,1,1.38,1,2.88,3.5,2.75,2.25,2.12,3.12,2.12,3.25,3,1.38,2.25,1.25,3.25,1.88,1.62,3.5,1,1.25,2.75,3.12,3.62,2.88,3,1.62,3.12,1.25,3.38
27,,Musicians and Singers,2.75,3.25,2.38,3,3,1.12,1.38,1.12,2.5,2.62,2.62,1.25,1.38,2.12,1.88,3.25,2.62,1.38,1.88,2.12,2.75,1.25,1.62,3.12,1.12,1.12,2.88,3.12,3.38,2.75,2.5,1.75,2.88,1.38,2.75
27,,"News Analysts, Reporters, and Journalists",3.5,4.12,3.25,3.19,3.81,1,1.06,1,2.31,3.06,2.37,1.69,1.69,2.69,1.81,3.44,2.94,1.81,2.06,1.81,3,1.63,1.5,4.12,1,1.06,2.69,3.75,4.12,2.44,2.25,1.5,3.44,1.06,4.12
27,,Photographers,3.12,3.75,3.12,3,3.12,1.88,2.25,1.38,2.88,3.12,2.88,1.62,1.88,2.75,2,3.12,2.75,2.25,2.75,2.62,2.88,1.62,2.5,3.12,1.5,1.75,3.25,3.12,3.75,2.5,2.38,1.88,3,2.12,2.88
27,,"Poets, Lyricists and Creative Writers",3.5,3.88,3.38,2.88,3.75,1,1.38,1,2.25,3.38,2.88,1.5,1.5,1.75,1.5,2.88,2.5,1.25,1.88,1.5,2.88,1.62,1.5,4.25,1,1.38,2.5,3.12,3.62,2.25,2.12,1.62,2.88,1,4.75
27,,Producers and Directors,3.25,4.38,3.38,3.88,4,1,1.75,1,2.88,3.5,3.12,3,2.75,3.62,2.5,4,3.25,1.88,2.12,2.25,3,1.75,2.5,4,1,1.12,3,3.88,4,3.5,3.25,2,3.62,1.75,3.75
27,,Public Relations Specialists,3.38,4.12,3.38,3.88,3.88,1,1,1,3,3.5,2.88,1.88,1.75,2.62,2,3,3.25,1,2.75,1.62,3.75,1.38,1.38,4,1,1.5,3.12,4,4.12,3.12,3.25,1.75,3.88,1,4
27,,Set and Exhibit Designers,3.12,3.88,3.38,3.5,3.75,1.38,1.88,1.5,3,3.38,2.88,2.75,2.75,2.88,3,3.12,3,1.75,3.75,2,3,1.75,2.25,3.88,1.38,1.75,3,3,3.75,3,2.88,1.88,3.75,1.5,3.25
27,,Sound Engineering Technicians,3.12,3.75,3.25,3,3.25,2.62,2.5,1.5,2.75,3.12,2.75,1.75,2,2.5,2.12,3.12,2.62,3,1.38,3.12,2.75,1.75,2.88,3.38,2.5,1.38,2.88,3,3.62,3,3,2,3,2.75,3.25
27,,Special Effects Artists and Animators,3.12,3.88,3,2.88,3.75,1,1.88,1,2.75,3.12,2.88,1.88,1.88,2.38,2.12,3,2.62,2.25,2.12,2,2.88,2.12,1.75,3.75,1,1.12,2.75,2.88,3.25,2.88,2.75,1.88,3,1.12,3.12
27,,Talent Directors,3,4,3.25,3.25,3.88,1,1,1,3,3.88,2.75,2,1.88,3,2,3.38,3.38,1,2.12,1.38,3.12,1.62,1.5,3.88,1,1.5,2.75,3.88,4,2.62,2.38,1.5,3.25,1.25,3.25
27,,Technical Writers,3.25,3.75,2.75,3,3.62,1,1,1,2.5,3.12,2.5,1.38,1.62,2.12,1.62,3,2.62,1,2.5,1.5,2.88,1.38,2.25,4.12,1,1.25,2.12,2.75,3.75,2.38,1.88,1.38,3.12,1.12,4.88
27,,"Umpires, Referees, and Other Sports Officials",3,3.25,3,3,3.38,1.12,1.12,1,2.88,3.25,3,1,1,2.12,2.5,3.12,2.75,1.12,1.75,1.75,2.75,1,2,3,1,1.38,2.75,3,3.62,2,2.38,1.5,2.88,1.38,2.75
27,,Writers and Authors,3.38,3.88,3,3.38,3.62,1,1,1,2.88,3.25,2.75,1.12,1.12,2.5,1.25,3,2.88,1,1.25,1,3.38,1.62,1.5,4.12,1,1.12,3.12,3.38,3.88,2.25,2.38,1.75,3.62,1,4.75
29,Healthcare Practitioners and Technical Occupations,Acupuncturists,3.12,3.88,3.12,3,3.75,1,1.5,1,2.75,3.5,2.62,1.5,1.62,2.12,2,3.25,2.25,1.75,1.75,2,2.62,1.25,2,3.38,1,2.5,3.62,3.75,3.5,2.88,2.88,1.5,3,1.75,3.12
29,,Acute Care Nurses,3.75,4,3.75,3.75,4,1,1.88,1,3.38,3.75,3.12,2,2.12,3,2.75,4,3,2.88,2.5,3,3,1.62,2.38,4,1,3,4,4,4,3,3,2,3.12,2,3.5
29,,Advanced Practice Psychiatric Nurses,3.88,4.25,3.75,3.62,4,1,1,1,3.75,3.88,3.75,2,2,2.88,2.5,3.75,3.62,1,1.38,2,3.5,1.5,1.5,4,1,2.75,3.88,4.25,4,3.38,3.25,1.5,3.62,1.12,3.88
29,,Allergists and Immunologists,4,4.12,4,3,4.12,1,1.38,1,3.5,4.12,3.62,2,2.12,2.88,2.75,4,3,1,1.38,2.12,3,1.5,1.88,4.5,1,3.88,3.75,3.75,4,3.25,3.12,1.88,3.75,1.5,4.12
29,,Anesthesiologist Assistants,3.5,4,3.12,3.12,3.62,2.25,2.38,1.25,2.75,3.62,2.88,1.75,2.12,2.62,2.88,3.75,2.38,3,1.38,3.38,2.5,1.38,2.88,3.75,2,3,3.25,3.12,3.62,2.75,2.75,1.75,3.38,2.5,3.12
29,,Anesthesiologists,3.62,4.12,4,3.12,4.5,1,1.38,1,3.12,4.12,3.25,2.25,2.12,3,3,4.12,2.88,2.75,2.62,3.62,3,1.12,2.75,4,1,4,3.25,3.75,3.88,3.12,3.25,1.62,3.75,2.12,4
29,,Art Therapists,3.75,4,3.38,3.25,3.88,1,1.88,1,3.12,3.88,3.12,1.5,2,3,2.12,3.88,3,1,2.25,2,3.12,1.88,1.75,3.88,1,2,3.75,4.25,4,3,3,1.88,3.25,1.12,3.62
29,,Athletic Trainers,3.75,4,3.25,3.12,3.88,1.25,1.62,1,3.62,3.88,3.12,1.88,1.88,2.88,2.12,3.88,2.75,2,2.12,2.75,3,1.25,2.75,3.75,1,2.38,3.62,3.75,3.88,2.88,2.88,1.88,3.25,2,3.5
29,,Audiologists,4,4.12,3.62,3.38,4,2.12,2.12,1.25,3.12,3.75,3.38,1.88,1.88,2.88,2.88,3.75,2.88,2.12,2.88,3,3.12,1.75,3,4.12,2.12,3,3.62,4,4,3.12,3.12,1.88,3.25,2.12,4
29,,Cardiovascular Technologists and Technicians,3.12,3.88,3.12,3,3.75,2.5,2,1,3,3.25,2.88,1.75,1.88,2.5,2.62,3.75,2.62,3.12,1.62,3.75,2.75,1.62,2.75,3.62,2.25,3,3.25,3.62,3.75,2.38,2.25,1.75,3,2.5,3.12
29,,Chiropractors,3.38,4,3.62,3.12,3.88,1,1,1,2.88,3.5,2.88,1.88,1.88,2.88,2.38,3.12,2.62,1.88,2.12,1.88,3,1.5,2,3.88,1,3.38,3.5,3.75,3.88,3.12,3.12,1.75,3.25,1.38,3.75
29,,Clinical Nurse Specialists,4,4.12,3.88,4,4.12,1,1,1.12,3.5,3.75,3.5,1.88,2,3,2.88,3.88,3,1.88,3,2.75,3.5,1.25,2.25,4.12,1,3.25,4.12,4,4,3.12,3.12,1.5,3.62,1.88,3.88
29,,Critical Care Nurses,3.88,4,3.88,3.88,4,1,1.5,1.25,3.25,3.88,3,2.12,2.12,3,2.88,4.12,3.12,2.75,2.62,3.38,3.12,1.75,2.62,4,1,3,4,4,4,2.88,2.75,1.88,3.25,2,3.38
29,,Cytogenetic Technologists,3.25,3.62,3.38,3,3.88,1.75,1.62,1,2.88,3.5,2.88,2,2,2.75,3,3.12,2.12,2.12,2,2.88,2.38,1.38,2.88,3.88,1.62,3.25,2.75,3,3.62,3,2.88,1.5,3.12,2,3.75
29,,Cytotechnologists,3,3.75,3.25,2.88,3.75,2,1.75,1,2.88,3.12,2.75,2,2,2.62,2.62,3,2,2.5,1.5,2.62,2.25,2,2.62,3.88,2,2.88,2.88,3,3.12,2.12,2.12,1.5,3,2.5,3
29,,Dental Hygienists,3,3.75,2.88,3,3.5,2.12,1.62,1,3,3,2.75,1.5,1.88,2.25,2,3.12,2.38,2.25,1.75,2.88,3,1.38,2.38,3,1.88,2.38,3.12,3.12,3.5,2,2.12,1.88,3,2.25,3.12
29,,"Dentists, General",3.88,4,4,3.75,4.12,1.5,2.38,1.25,3.25,4.12,3.12,3,3,3.5,2.75,4,3.12,2.88,2.38,2.75,3.75,1.62,2.75,4,1.38,3.75,3.88,3.88,4,2.88,2.75,2,3.88,2,3.25
29,,Dermatologists,3.75,4,3.5,3.25,4.12,1,1.25,1,3.25,3.75,3.12,2,2,3,2.25,3.5,3.12,1.25,1.88,2,3.25,1.88,1.75,3.88,1,3.62,4,3.88,3.88,2.75,2.88,1.88,3.12,1.38,3.5
29,,Diagnostic Medical Sonographers,3.38,3.88,3.12,3.25,3.5,2.62,2.25,1,3,3.12,3,1.75,1.88,2.75,2.12,3.5,2.5,3.12,2,3.12,3,1.25,2.75,3.75,2.12,3.25,3.12,3.75,3.75,2.38,2.12,2,3.38,2.25,3.25
29,,Dietetic Technicians,3.12,3.25,3.12,3,3.12,1,1,1,3.12,3.12,3.12,2.12,2.12,2.75,2.88,3.12,2.88,2.12,2.25,2.75,2.88,1.5,2.88,3.12,1,2,3.12,3.12,3.38,2.75,2.75,1.75,3,2,3.12
29,,Dietitians and Nutritionists,3.62,4,3.88,3.75,4,1,1,1,3.75,4,3.75,2.75,2.75,2.88,3,3.88,3.12,1,3.12,1.88,3.38,1.75,2.88,4,1,3.25,3.88,4,4,3.12,3.25,1.75,3.25,1.5,3.88
29,,Exercise Physiologists,3.25,4,3.62,3.12,4,1.25,1.75,1.25,4,3.75,3.25,1.5,1.62,2.88,2.88,3.75,3,2,2.25,2.12,3,1.88,2.12,4,1.12,2.88,3.75,3.75,4,3.12,3.12,2,3,2,3.88
29,,Family Medicine Physicians,4,4.25,4,3.12,4.38,1,1.25,1,3.38,4,3.25,1.62,1.62,3,2.75,4,2.88,1.12,2.5,2.12,3,1.25,2.12,4.25,1,3.88,3.88,3.88,4.12,2.88,2.88,1.25,4,1.5,4.12
29,,General Internal Medicine Physicians,3.88,4.12,4,3.25,4,1.12,1.62,1.12,3.12,4,3.12,1.88,2,3,2.88,3.88,3,1.5,2.75,2,3.12,1.75,2.5,4.12,1.25,4,3.75,4,4,3.25,3.12,1.75,3.12,1.75,4
29,,Genetic Counselors,3.88,4,4,3,3.88,1,1,1,3.12,3.25,3,1.25,1.12,2.88,2.75,3,3,1,1.25,1.88,3,1.38,1.12,4.12,1,3.25,3.12,3.88,3.88,3.12,3,1.5,3.12,1,3.88
29,,Hearing Aid Specialists,3.12,3.88,3.12,3,3.12,2.12,2,1,3.5,3.12,3,1.62,2,2,2.12,3.12,2.75,1.62,1.62,2.62,3.12,1.5,2.88,3.25,2.25,1.75,3.62,3.25,3.38,2.88,2.88,1.75,3,2.62,3.12
29,,Hospitalists,4.12,4.12,4.12,3.88,4.12,1,1.12,1,3.25,4.12,3.25,1.62,1.62,3,3,4,3,1.12,2,2,3.25,1.5,2.25,4.12,1,3.38,4,4.12,4.12,3.12,3.12,1.62,3.25,1.38,3.88
29,,Licensed Practical and Licensed Vocational Nurses,3.38,3.88,3.25,4,3.75,1,1.12,1,3.12,3.62,3.12,1.62,1.88,2.88,2.88,3.88,2.88,2.62,1.75,2.62,2.88,1.25,2,3.75,1,2.62,4.12,4,3.88,3,2.88,1.75,3.62,1.75,3.25
29,,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.75,4,3.5,3,3.5,1,1.12,1,3.88,3.38,4,1.12,1.62,2.75,2.12,3.75,3,2,1.38,2.25,3.12,1.38,1.88,3.88,1,2,3.88,3.88,4,3,3,2,3,1.62,3.75
29,,Magnetic Resonance Imaging Technologists,3,3.88,3.12,3,3.25,1.62,2.25,1,3,3.25,2.88,1.5,2,2.25,2.5,3.62,2.88,3,1.25,3.5,3,1.75,2.62,3.88,1.75,2.62,3.12,3,3.62,3,2.88,1.75,3.25,2.62,3.12
29,,Medical and Clinical Laboratory Technicians,3,3.88,3.12,3,3.38,2.75,2.62,1.25,3.12,3,2.88,2,2,2.88,2.75,3.12,2.62,2.88,2.12,3.12,2.5,1.88,3.12,3.5,2.5,3.25,3,3,3.38,2.75,2.25,2,3.12,2.75,3.12
29,,Medical and Clinical Laboratory Technologists,3.25,3.75,3.25,3,3.75,2.62,2.88,1.25,3.12,3.12,2.88,2,2,2.88,3,3.25,2.5,2.88,2.12,3.38,2.88,2,3.25,3.75,2.38,3.62,3,3,3.25,2.88,2.88,1.38,3.12,2.75,3.12
29,,Midwives,3.38,3.75,3.38,3.62,4,1,1.5,1,3.25,3.75,3.25,1.62,1.88,2.75,2.25,4,2.62,1.5,1.38,2.25,3,1.62,1.88,3.62,1,2.88,3.75,4.12,3.75,3,3,1.62,3,1.75,3.12
29,,Music Therapists,3.25,4.12,3.25,3.25,4,1,1.62,1,3.25,3.75,3.75,2,2,2.75,2,3.75,3.25,1,1.88,2,3.25,1.38,2.12,4,1,1.75,4,4.25,4,3.12,2.88,1.88,3,2,3.25
29,,Naturopathic Physicians,3.75,4.12,3.88,3.12,4.12,1,1.12,1,3.12,4,3.38,2,2,3,2.75,3.38,2.88,1.25,1.88,2,3.12,1.62,2.12,4.25,1,3.12,3.88,4,4.12,3.12,2.88,1.75,3.12,1.5,4
29,,Neurodiagnostic Technologists,3.12,4,3.12,3,3.75,2.12,1.88,1,3.12,3.12,3.12,1.75,1.88,2.38,2.25,3.62,2.12,2.88,1.12,3.12,2,1.62,3,3.75,2.5,2.5,3.12,3.25,3.88,3,3,1.5,3,2.88,3.38
29,,Neurologists,3.75,4.25,4.12,3.75,4.12,1,1.38,1,3.5,4,3.38,2,2.12,3,2.88,4,2.75,1.25,2.12,2.12,3.5,1.75,2.38,4.12,1,3.75,3.5,4.12,4.12,3.38,3.25,1.88,3.25,1.75,4
29,,Nuclear Medicine Technologists,3.12,3.75,3.12,3.25,3.88,2.38,2.25,1,2.88,3.25,2.75,1.75,2,2.62,3.12,3.5,2.38,3,1.75,3.12,2.75,1.62,2.88,3.5,2.12,3.25,3.25,3.38,3.75,2.38,2.38,1.75,3,2.38,3.5
29,,Nurse Anesthetists,4,4,4,3.38,4.12,2.25,2.75,1,3.25,4,3.38,2,2.25,2.88,3.25,4,3,2.88,2.62,3.25,3.12,1.25,3,4.12,2,3.88,3.88,3.88,4,3.12,3.12,1.88,3.38,2.38,3.38
29,,Nurse Midwives,4,4.12,3.88,3.88,4.12,1,1.25,1,3.25,3.75,3.25,1.75,1.88,2.62,2.62,4,2.75,1.75,2.38,2.38,2.75,1.62,2.12,4,1,2.88,3.88,4.12,4.12,3.12,3,1.75,3.12,1.5,3.88
29,,Nurse Practitioners,4,4.12,4.12,3.75,4.12,1,1.62,1,3.12,4,3.5,2,2,3,3,4,3,1.75,3,2.12,3.25,1.38,2.12,4.12,1,3.75,3.88,4,4,3,3.12,1.75,3.38,2,4
29,,Obstetricians and Gynecologists,4,4.12,4,3.5,4.38,1,1.25,1,3,4,3.38,1.88,2.25,3.12,2.5,3.88,3,1.5,2.75,2.12,3,1.25,1.62,4.12,1,4,3.75,3.75,4.12,3,3,1.38,3.5,1.25,4
29,,Occupational Therapists,3.88,4.12,3.25,3.75,4,1,1.25,1,4,4,3.88,2.25,2.12,3,2,4.12,3,1.62,3.12,2.12,3,1.75,2.12,4,1,2.75,4.12,4,4,3.12,3.12,1.88,3.75,1.88,4
29,,Ophthalmic Medical Technicians,3,3.62,2.62,3,3,2.12,2.12,1,2.62,2.88,2.62,1.12,1.38,2,2.5,3,1.88,2,1.38,2.12,2.25,1.5,2.25,3.12,1.88,2,3.12,3.12,3.25,2.12,2.12,1,2.62,2.12,3.12
29,,Ophthalmic Medical Technologists,3,3.88,3,3.12,3.25,1.38,1.62,1,3.12,3,3,1.5,1.38,2.88,2.62,3,2.38,2,1.12,2.62,2.75,1.62,2,3.12,1.38,2.25,3.38,3.62,3.88,2.38,2.12,1.38,3,2,3.12
29,,"Ophthalmologists, Except Pediatric",4,4.12,4,3.75,4.25,1.5,1.88,1,3.75,4,3.38,2.12,2.12,3.12,3,4,3,2.75,2,3,3.62,1.88,2.62,4.25,1.5,3.88,3.88,4,4,3,3,2,3.88,2,4
